uid,nombre_entidad,dpto_entidad,munp_entidad,orden_entidad,tipo_contrato,tipo_proceso,valor_contrato_reg,ruta_web,error_valor_estimado,tipo_error_valor_estimado,error_valor_contrato,tipo_error_valor_contrato,valor_contrato_real,error_adicion,tipo_error_adicion,tipo_consulta
CO1.PCCNTR.1860145,DEPARTAMENTO DE ANTIOQUIA,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1462438&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1798922,SECRETARIA DE EDUCACION DEL DISTRITO,Distrito Capital de Bogotá,No Definido,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1414927&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.791393,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.703395&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.794809,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.705704&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1027908,PERSONERIA MUNICIPAL  DE SAN PEDRO  SUCRE,Sucre,San Pedro,Territorial,Decreto 092 de 2017,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.872030&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$1,700,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.545731,INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,Distrito Capital de Bogotá,Bogotá,Territorial,Consultoría,Concurso de méritos abierto,$1.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.481934&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1770172,MUNICIPIO DE YOPAL,Casanare,No Definido,Territorial,Consultoría,Concurso de méritos abierto,$1.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1349004&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1718427,GOBERNACIÓN DEPARTAMENTO DEL PUTUMAYO,Putumayo,Mocoa,Territorial,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1316311&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.865606,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Distrito Capital de Bogotá,Bogotá,Nacional,Suministros,Licitación pública, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.703915&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.349209,POLICIA METROPOLITANA DE CARTAGENA DE INDIAS,Bolívar,Cartagena,Nacional,Prestación de servicios,Mínima cuantía,$385.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.342413&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.467500,UNIDAD PARA LAS VÍCTIMAS - FONDO PARA LA REPARACIÓN DE LAS VÍCTIMAS,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.461377&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$40,346,667 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.286364,DIRECCION DE SANIDAD EJERCITO DISPENSARIO MÉDICO DE SUROCCIDENTE,Distrito Capital de Bogotá,No Definido,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.296196&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$25,819,248 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.563630,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.532004&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.266501,MINISTERIO DEL INTERIOR,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.276534&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.288159,DIRECCION DE SANIDAD EJERCITO DISPENSARIO MÉDICO DE SUROCCIDENTE,Distrito Capital de Bogotá,No Definido,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.297979&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$44,204,160 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.294055,DEPARTAMENTO NACIONAL DE PLANEACION,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.303284&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$153,640,812 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.575514,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,Distrito Capital de Bogotá,Distrito Capital,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.541413&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$28,800,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1670198,FONDO NACIONAL DEL AHORRO-CARLOS LLERAS RESTREPO,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1319066&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.307763,DIRECCION DE SANIDAD EJERCITO DISPENSARIO MÉDICO DE SUROCCIDENTE,Distrito Capital de Bogotá,No Definido,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.315425&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$12,909,624 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.523963,UNIDAD PARA LAS VÍCTIMAS - FONDO PARA LA REPARACIÓN DE LAS VÍCTIMAS,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.502956&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$13,357,344 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.504201,COMANDO DE RECLUTAMIENTO Y CONTROL RESERVAS DEL EJERCITO NACIONAL,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.487525&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$15,000,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.289182,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.298861&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$22,800,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.295153,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.304366&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1485871,UNIDAD ADMINISTRATIVA ESPECIAL DE AERONÁUTICA CIVIL AEROCIVIL,Distrito Capital de Bogotá,No Definido,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1075136&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$64,594,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.288828,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.298426&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$22,500,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.506209,UNIDAD PARA LAS VÍCTIMAS - FONDO PARA LA REPARACIÓN DE LAS VÍCTIMAS,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.489090&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,,"$30,000,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1241719,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Mínima cuantía, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.993613&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.281955,COMISIÓN DE REGULACIÓN DE AGUA POTABLE Y SANEAMIENTO BÁSICO,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.291276&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1485757,UNIDAD ADMINISTRATIVA ESPECIAL DE AERONÁUTICA CIVIL AEROCIVIL,Distrito Capital de Bogotá,No Definido,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1072461&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$23,121,130 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.207929,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.219631&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1874244,Empresa Nacional Promotora del Desarrollo Territorial - ENTerritorio,Distrito Capital de Bogotá,No Definido,Nacional,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1472849&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.830011,INSTITUTO NACIONAL DE SALUD,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.731073&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.332318,MINISTERIO DE MINAS Y ENERGIA,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.335301&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.2011602,CENTRO DE MEMORIA HISTORICA,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1572821&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1578576,ICBF REGIONAL TOLIMA,Tolima,Ibagué,Nacional,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1254198&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1395470,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1123445&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.365008,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,Distrito Capital de Bogotá,Distrito Capital,Nacional,Otro,Contratación Directa (con ofertas), $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.257367&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1504124,DEFENSA CIVIL COLOMBIANA,Distrito Capital de Bogotá,Bogotá,Nacional,Interventoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1171313&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.733515,MINISTERIO DEL DEPORTE,Distrito Capital de Bogotá,Bogotá,Nacional,Consultoría,Concurso de méritos abierto,$1.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.633065&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1648350,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,Distrito Capital de Bogotá,Bogotá,Nacional,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1237746&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1955406,COMANDO AÉREO DE COMBATE No. 1,Cundinamarca,Puerto Salgar,Nacional,Arrendamiento de inmuebles,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1528762&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$14,141,784 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.668225,FISCALÍA GENERAL DE LA NACIÓN REGIONAL NOROCCIDENTAL,Antioquia,No Definido,Nacional,Arrendamiento de inmuebles,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.612218&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$12,860,904 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.712151,MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL META,Meta,Villavicencio,Nacional,Arrendamiento de inmuebles,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.642362&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$4,112,080 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1989276,CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA,Santander,No Definido,Corporación Autónoma,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1555483&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.517999,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA,Antioquia,Medellín,Corporación Autónoma,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.498064&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.704232,ALCALDIA DISTRITAL BARRANCABERMEJA,Santander,No Definido,Territorial,Prestación de servicios,Contratación directa,$5.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.637338&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.825827,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E,Distrito Capital de Bogotá,Bogotá,Territorial,Prestación de servicios,Contratación régimen especial (con ofertas),$4.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.718632&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1819384,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E,Distrito Capital de Bogotá,Bogotá,Territorial,Prestación de servicios,Contratación régimen especial (con ofertas),$1.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1404907&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1624759,UNIDAD ADMINISTRATIVA ESPECIAL DE PENSIONES DE CUNDINAMARCA,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Mínima cuantía,$1.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1283613&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.472713,ALCALDIA MUNICIPAL DE TENA,Cundinamarca,Tena,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.464552&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$5,400,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.391025,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.392131&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.397756,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.398561&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.645843,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.593343&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.720748,INSTITUTO DEPARTAMENTAL DE DEPORTE Y RECREACIÓN DE BOLIVAR,Bolívar,Cartagena,Territorial,Prestación de servicios,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.650872&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$120,310,000 ",,,Cuantia contrato cercano a cero
CO1.PCCNTR.1266631,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL APIA,Risaralda,Apía,Territorial,Prestación de servicios,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1032938&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$357,626,764 ",,,Cuantia contrato cercano a cero
CO1.PCCNTR.787493,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.701409&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.1522708,MUNICIPIO DE ENVIGADO 2020,Antioquia,Envigado,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1216242&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.804441,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.711544&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.1659948,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E,Distrito Capital de Bogotá,No Definido,Territorial,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1311126&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.640031,EMPRESA DE RENOVACION Y DESARROLLO URBANO DE BOGOTA D.C,Distrito Capital de Bogotá,Bogotá,Territorial,Otro,Selección Abreviada de Menor Cuantía, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.567057&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.633815,SECRETARIA JURIDICA DISTRITAL,Distrito Capital de Bogotá,Bogotá,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.575449&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.1955005,ALCALDIA MUNICIPIO DE ARAUCA,Arauca,Arauca,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1528306&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.1619581,GOBERNACION DE NARIÑO,Nariño,Pasto,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1283297&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.786451,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.700525&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.1857727,DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,Distrito Capital de Bogotá,Bogotá,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1460438&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.2007931,DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,Distrito Capital de Bogotá,Bogotá,Territorial,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1569408&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.1092610,MUNICIPIO DE ALBANIA LA GUAJIRA,La Guajira,Albania,Territorial,Decreto 092 de 2017,Contratación régimen especial,$50.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.922504&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.1702527,DEPARTAMENTO DE ANTIOQUIA,Antioquia,Medellín,Territorial,Decreto 092 de 2017,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1340928&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$7,068,600 ",,,Cuantia contrato cercano a cero
CO1.PCCNTR.1519346,MUNICIPIO DE MEDELLIN,Antioquia,Medellín,Territorial,Decreto 092 de 2017,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1215361&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,,,Cuantia contrato cercano a cero
CO1.PCCNTR.2011857,REGION ADMINISTRATIVA Y DE PLANEACION ESPECIAL - RAPE REGION CENTRAL,Distrito Capital de Bogotá,No Definido,Territorial,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1517447&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1456417,INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA,Distrito Capital de Bogotá,Bogotá,Territorial,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1111916&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
