uid,nivel_entidad,orden_entidad,tipo_contrato,nombre_entidad,dpto_entidad,munp_entidad,cuantia_contrato_reg,valor_adicion_reg,valor_total_reg,ruta_web,error_cuantia_proceso,tipo_error_proceso,error_cuantia_contrato,tipo_error_contrato,cuantia_contrato_real,error_adicion,tipo_error_adicion,valor_adicion_real,cuantia_proceso_real,cuantia_proceso_reg,moneda,tipo_consulta
15-11-3609592-3520446,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE EL ÁGUILA,Valle del Cauca,El Águila,1,,30000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3609592,0,,1,Agregación de ceros,30000000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7223082-6563018,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,Valle del Cauca,Cali,1,,10800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7223082,0,,1,Agregación de ceros,10800000,0,,,1,,Pesos (COP),Ceros adicionales
17-4-6622858-6020128,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ - SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E.,Bogotá D.C.,Bogotá D.C.,1,17100000000.00,22800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6622858,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-13-8733537-8073919,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CAUCA - ALCALDÍA MUNICIPIO DE GUACHENÉ,Cauca,Guachené,1,,21810000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8733537,0,,1,Agregación de ceros,21810000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-8677537-7890173,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Santander,Bucaramanga,1,,13125000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8677537 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-11-8983501-8527418,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,LA GUAJIRA - GOBERNACIÓN,La Guajira,Riohacha,1,,1.7E+12,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-8983501,1,Agregación de ceros,1,Agregación de ceros,1700000000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7280924-6626197,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,ANTIOQUIA - ALCALDÍA MUNICIPIO DE MEDELLÍN,Antioquia,Medellín,1,,17000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7280924,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-10247250-9380050,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Obra,ANTIOQUIA - EMPRESA AGUAS DE RIONEGRO S.A. E.S.P.,Antioquia,Rionegro,1,,1.52701E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10247250,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7757531-8071397,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CAUCA - ALCALDÍA MUNICIPIO DE GUACHENÉ,Cauca,Guachené,1,,22021000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7757531,0,,1,Agregación de ceros,21021000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9773973-9418515,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,RISARALDA - ALCALDÍA MUNICIPIO DE PEREIRA,Risaralda,Pereira,1,,13124000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9773973,0,,1,Digitación,13124800,0,,,1,,Pesos (COP),Ceros adicionales
20-4-10430458-9640971,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,CESAR - E.S.E. HOSPITAL FRANCISCO CANOSSA - PELAYA,Cesar,Pelaya,1,,1.2E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10430458,0,,1,Agregación de ceros,120000000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-8648306-7866705,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,NARIÑO - ALCALDÍA MUNICIPIO DE PASTO,Nariño,Pasto,1,,11000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8648306 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-4036065-3738439,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,SANTANDER - GOBERNACIÓN,Santander,Bucaramanga,1,5000000.00,10005000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4036065 ,0,,1,Agregación de ceros,10000000,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2841145-2660930,TERRITORIAL,NACIONAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - SECRETARÍA DISTRITAL DE MOVILIDAD,Bogotá D.C.,Bogotá D.C.,1,,10500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2841145,0,,1,Agregación de ceros,10500000,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2761890-2584526,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Otro Tipo de Contrato,BOYACÁ - ALCALDÍA MUNICIPIO DE SAMACÁ,Boyacá,Samacá,1,64998429.00,1.30065E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2761890,0,,1,Agregación de ceros,130000000,0,,,1,,Pesos (COP),Ceros adicionales
19-11-9973991-9197435,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,NARIÑO - ALCALDÍA MUNICIPIO DE CUMBITARA,Nariño,Cumbitara,1,,1E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9973991,0,,1,Agregación de ceros,100000000,0,,,1,,Pesos (COP),Ceros adicionales
15-4-3730116-3490320,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,QUINDÍO - GOBERNACIÓN,Quindío,Armenia,1,,24000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3730116,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3972912-3686153,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,ANTIOQUIA - INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA - MEDELLÍN,Antioquia,Medellín,1,,36000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3972912 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-4-7890190-7164573,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOGOTÁ D.C. - ENTIDAD PROMOTORA DE SALUD CONVIDA,Bogotá D.C.,Bogotá D.C.,1,8000000000.00,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7890190,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7289399-6620485,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,ANTIOQUIA - ALCALDÍA MUNICIPIO DE MEDELLÍN,Antioquia,Medellín,1,,45900000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7289399,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
16-12-5314629-4848366,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,Bogotá D.C.,Bogotá D.C.,1,,21576000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5314629,0,,1,Agregación de ceros,21576000,0,,,1,,Pesos (COP),Ceros adicionales
14-12-3036195-2845468,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,SANTANDER - GOBERNACIÓN,Santander,Bucaramanga,1,,2E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3036195,0,,1,Agregación de ceros,200000000,0,,,1,,Pesos (COP),Ceros adicionales
18-4-7574462-6882266,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,META - E.S.E SOLUCIÓN SALUD - VILLAVICENCIO,Meta,Villavicencio,1,8600000.00,17208600000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7574462,0,,1,Agregación de ceros,17200000,0,,,1,,Pesos (COP),Ceros adicionales
14-4-2607920-2445460,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOLÍVAR - E.S.E. HOSPITAL UNIVESITARIO DEL CARIBE - CARTAGENA,Bolívar,Cartagena,1,,23100000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2607920,0,,1,Agregación de ceros,23100000,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3464601-3268593,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Obra,ANTIOQUIA - ÁREA METROPOLITANA DEL VALLE DE ABURRÁ - MEDELLÍN,Antioquia,Medellín,1,659496776.00,18109496776,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3464601,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3365276-3171872,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CANDELARIA,Valle del Cauca,Candelaria,1,,10800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3365276,1,Agregación de ceros,1,Agregación de ceros,10800000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-10119069-9241971,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,NARIÑO - CENTRALES ELÉCTRICAS S.A.E.S.P - CEDENAR S.A.E.S.P,Nariño,Pasto,1,,33300000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10119069,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-8853024-8053938,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,HUILA - EMPRESAS PÚBLICAS DE NEIVA,Huila,Neiva,1,,11000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8853024,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9585408-8724977,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,NORTE DE SANTANDER - GOBERNACIÓN,Norte De Santander,San José de Cúcuta,1,,15000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9585408,0,,1,Agregación de ceros,15000000,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3996924-3706226,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,Valle del Cauca,Cali,1,,16000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3996924,0,,1,Agregación de ceros,16000000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9734987-8867434,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,SUCRE - ALCALDÍA MUNICIPIO DE SAN BENITO ABAD,Sucre,San Benito Abad,1,,40000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9734987,0,,1,Agregación de ceros,40000000,0,,,1,,Pesos (COP),Ceros adicionales
16-12-5657709-5153432,TERRITORIAL,NACIONAL DESCENTRALIZADO,Otro Tipo de Contrato,BOGOTÁ D.C. - SECRETARÍA DISTRITAL DEL HABITAT,Bogotá D.C.,Bogotá D.C.,1,,57000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5657709,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-4-6284920-5716723,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOGOTÁ D.C. - ENTIDAD PROMOTORA DE SALUD CONVIDA,Bogotá D.C.,Bogotá D.C.,1,2055000000.00,12455000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6284920,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-4-8261788-7515028,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,ANTIOQUIA - ALIANZA MEDELLIN ANTIOQUIA EPS SAS,Antioquia,Medellín,1,,23000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8261788 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9987528-9112545,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,MAGDALENA - GOBERNACIÓN,Magdalena,Santa Marta,1,,26000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9987528,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-1-132819-3590601,TERRITORIAL,DISTRITO CAPITAL,Obra,BOGOTÁ D.C. - ALCALDÍA LOCAL DE ENGATIVA,Bogotá D.C.,Bogotá D.C.,1,6000000000.00,18000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-132819,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-3083039-2890250,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,SANTANDER - ALCALDÍA MUNICIPIO DE BARRANCABERMEJA,Santander,Barrancabermeja,1,,30000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3083039,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7231657-6570570,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE PALMIRA,Valle del Cauca,Palmira,1,,15000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7231657,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-1-169743-5954812,TERRITORIAL,DISTRITO CAPITAL,Obra,BOGOTÁ D.C. - INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE,Bogotá D.C.,Bogotá D.C.,1,4340000000.00,13020000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-169743,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9955179-9080497,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,META - UNIDAD DE LICORES DEL META,Meta,Villavicencio,1,,20700000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9955179,0,,1,Agregación de ceros,20700000,0,,,1,,Pesos (COP),Ceros adicionales
15-13-3288092-3115013,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,META - ALCALDÍA MUNICIPIO DE GUAMAL,Meta,Guamal,12674210,528092083.00,540766293,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3288092,0,,0,,,1,Agregación de ceros,5280920.83,,12972667,Pesos (COP),Adiciones altas y bajas
18-12-8137847-7395643,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CHOCÓ - ALCALDÍA MUNICIPIO DE CÉRTEGUI,Chocó,Cértegui,18914000,  ,18914000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8137847,1,Agregación de ceros,0,,,0,,,18914000,18914000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-12-6942595-6305400,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CESAR - ALCALDÍA MUNICIPIO DE SAN ALBERTO,Cesar,San Alberto,13146700,  ,13146700,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6942595,0,,0,,,0,,,,486225600,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-12-9206040-8377467,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CESAR - ALCALDÍA MUNICIPIO DE SAN ALBERTO,Cesar,San Alberto,8500000,  ,8500000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9206040,1,Digitación,0,,,0,,,8500000,321725000,Pesos (COP),Diferencia cuantia proceso y valor contrato
14-12-3210330-3008110,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,MAGDALENA - ALCALDÍA MUNICIPIO DE TENERIFE,Magdalena,Tenerife,6250,  ,6250,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3210330,0,,1,Eliminación de ceros,6250000,0,,,,6250000,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-13-9659176-8833225,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,ANTIOQUIA - ALCALDÍA MUNICIPIO DE CÁCERES,Antioquia,Cáceres,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9659176,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
18-4-8240009-7510385,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,ATLÁNTICO - ALCALDÍA MUNICIPIO DE JUAN DE ACOSTA,Atlántico,Juan de Acosta,21200,  ,21200,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8240009,0,,1,Eliminación de ceros,21200000,0,,,,21200000,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-13-6304034-6000817,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Compraventa,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE BITUIMA,Cundinamarca,Bituima,2,  ,2,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6304034,0,,1,Eliminación de ceros,2000000,0,,,,1999950,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-12-9782687-8913252,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Otro Tipo de Contrato,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE TORO,Valle del Cauca,Toro,1,  ,1,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9782687,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
14-15-2371193-2317494,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Interventoría,NARIÑO - ALCALDÍA MUNICIPIO DE SAMANIEGO,Nariño,Samaniego,43507000,1.00,43507001,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-15-2371193,0,,0,,,1,Digitación,  ,,43507643,Pesos (COP),Adiciones altas y bajas
16-4-5642656-5141738,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Otro Tipo de Contrato,QUINDÍO - ALCALDÍA MUNICIPIO DE CALARCÁ,Quindío,Calarca,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5642656,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
18-12-8388868-7632055,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Otro Tipo de Contrato,SANTANDER - BANCO INMOBILIARIO DE FLORIDABLANCA,Santander,Floridablanca,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8388868,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
14-12-2414872-2271755,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,META - ALCALDÍA MUNICIPIO DE VILLAVICENCIO,Meta,Villavicencio,40000,13833333.00,13873333,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2414872,0,,1,Eliminación de ceros,40000000,0,,,,40000000,Pesos (COP),Adiciones altas y bajas
19-12-10209810-9332669,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,MAGDALENA - ALCALDÍA MUNICIPIO DE CIÉNAGA,Magdalena,Ciénaga,4143681,  ,4143681,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10209810,0,,0,,,0,,,,131895607,Dólares (USD),Diferencia cuantia proceso y valor contrato
17-4-6802756-6186143,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,NARIÑO - E.S.E. CENTRO DE SALUD DE PUERRES,Nariño,Puerres,2400000,  ,2400000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6802756,1,Digitación,0,,,0,,,2400000,2017000746,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-4-6772833-6159645,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,NARIÑO - E.S.E. CENTRO DE SALUD SAN BARTOLOMÉ DE CÓRDOBA,Nariño,Pasto,229,  ,229,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6772833,0,,1,Eliminación de ceros,3000000,0,,,,3000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-13-7136505-6482928,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Suministro,CHOCÓ - ALCALDÍA MUNICIPIO DE BOJAYÁ - BELLAVISTA,Chocó,Bojaya,20197,  ,20197,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-7136505,0,,1,Eliminación de ceros,20197000,0,,,,20300000,Pesos (COP),Diferencia cuantia proceso y valor contrato
14-1-127716-3556817,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Obra,META - ALCALDÍA MUNICIPIO DE VILLAVICENCIO,Meta,Villavicencio,3299672,636000000.00,639299672,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127716,0,,1,Eliminación de ceros,3935183672,0,,,,3299183672,Pesos (COP),Adiciones altas y bajas
19-12-9668427-8799686,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,NARIÑO - ALCALDÍA MUNICIPIO DE PASTO,Nariño,Pasto,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9668427,1,Digitación,1,Digitación,30000000,0,,,30000000,  ,Pesos (COP),Cuantia contrato cercano a cero
17-4-6921027-6289497,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,VALLE DEL CAUCA - UNIVERSIDAD DEL VALLE,Valle del Cauca,Cali,13135000,  ,13135000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6921027,1,Digitación,0,,,0,,,13135000,1544412000,Pesos (COP),Diferencia cuantia proceso y valor contrato
18-12-7574755-6891559,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,SANTANDER - ALCALDÍA MUNICIPIO DE BARRANCABERMEJA,Santander,Barrancabermeja,250000,10050000.00,10300000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7574755,0,,1,Eliminación de ceros,20250000,0,,,,20250000,Pesos (COP),Adiciones altas y bajas
14-12-3116716-2921779,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,CAUCA - CONTRALORÍA MUNICIPAL DE POPAYÁN,Cauca,Popayán,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3116716,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
16-4-4871160-4467928,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,VALLE DEL CAUCA - EMPRESA DE RECURSOS TECNOLOGICOS S.A E.S.P - CALÍ,Valle del Cauca,Cali,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4871160,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
17-12-7134656-6481509,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,META - INSTITUTO DE TURISMO DE VILLAVICENCIO,Meta,Villavicencio,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7134656,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
15-4-3905021-3633438,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Compraventa,VALLE DEL CAUCA - UNIVERSIDAD DEL VALLE,Valle del Cauca,Cali,2607564,  ,2607564,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3905021,1,Digitación,0,,,0,,,2607564,50000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-4-9108496-8287886,NACIONAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Compraventa,TOLIMA - UNIVERSIDAD DEL TOLIMA,Tolima,Ibagué,1369229,  ,1369229,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9108496,1,Digitación,0,,,0,,,1369229,25000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-22-10366-9217267,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Santander,Bucaramanga,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-10366,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
14-4-2636962-2470859,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - E.S.E. HOSPITAL CENTRO ORIENTE II NIVEL,Bogotá D.C.,Bogotá D.C.,3283000,44885840.00,48168840,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2636962,0,,0,,,0,,,,3283000,Pesos (COP),Adiciones altas y bajas
14-4-2611678-2448531,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - E.S.E. HOSPITAL CENTRO ORIENTE II NIVEL,Bogotá D.C.,Bogotá D.C.,4000000,41331200.00,45331200,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2611678,0,,0,,,0,,,,4000000,Pesos (COP),Adiciones altas y bajas
